NDB_No;Shrt_Desc;Water_(g);Energ_Kcal;Protein_(g);Lipid_Tot_(g);Carbohydrt_(g);Fiber_TD_(g);Sugar_Tot_(g);Iron_(mg);Cholestrl_(mg)
10010;PORK,FRSH,LEG (HAM),WHL,LN,RAW;729;136;2048;541;0;0;0;101;68
10948;PORK,FRSH,LN,TOP LIN (CHOPS),BNLSS,LN,W/ ADDED SLN,RAW;7353;117;2109;348;22;0;0;41;51
10947;PORK,FRSH,LN,TOP LN (CHPS),BNLESS,LN,W/ ADDED SLN,CKD,BRLD;6306;170;2965;573;0;0;0;56;70
10858;PORK,FRSH,LN,TP LN (CHPS),BNLESS,LN,W/ ADDED SLN,CKD,PN-BRLD;6449;169;2895;5;0;0;0;63;75
10950;PORK,FRSH,LN,TP LN (CHPS),BNLSS,LN & FT,W/ADDED SLN,CKD,BRLD;6071;198;2833;942;2;0;0;57;71
10859;PORK,FRSH,LN,TPLN(CHPS),BNLS,LN & FT,W/ADDED SLN,CKD,PN-BRLD;6252;190;2835;766;0;0;0;63;75
10982;PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BNLESS,LN,RAW;7294;123;2135;378;82;0;0;77;58
10028;PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW;6764;194;1956;1227;0;0;0;66;63
10032;PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN,RAW;7284;143;2122;584;0;0;0;71;59
10984;PORK,FRSH,LOIN,BLADE (CHOPS),BNLESS,LN,BNLESS,CKD,BRLD;65;169;2614;674;89;0;0;92;76
10030;PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRLD;6145;231;2372;1435;0;0;0;87;78
10029;PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRSD;5732;255;2654;1571;0;0;0;81;86
10178;PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,PAN-FRIED;5801;256;2502;1656;0;0;0;84;82
10034;PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRLD;6503;193;2499;956;0;0;0;91;78
10033;PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRSD;6032;222;2802;1129;0;0;0;85;87
10120;PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,PAN-FRIED;6113;222;2638;1214;0;0;0;88;82
10990;PORK,FRSH,LOIN,BLADE (ROASTS),BNLESS,LN & FAT,CKD,RSTD;6269;199;2648;1032;0;0;0;89;76
10983;PORK,FRSH,LOIN,BLADE (ROASTS),BNLESS,LN,CKD,RSTD;6476;175;2758;714;0;0;0;92;76
10031;PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN&FAT,CKD,RSTD;5874;254;2429;1671;0;0;0;81;83
10035;PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN,CKD,RSTD;6224;217;257;1189;0;0;0;85;83
10989;PORK,FRSH,LOIN,BLDE (CHOPS OR ROAST),BNLESS,LN & FAT OLY,RAW;697;157;2054;794;76;0;0;74;59
10164;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BNLESS,LN & FAT,RAW;6515;201;2114;1296;0;0;0;48;59
10163;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BNLESS,LN,CKD,PAN-BROILED;6507;162;3002;465;0;0;0;64;74
10094;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BNLESS,LN,RAW;7238;123;2375;309;0;0;0;48;56
10036;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW;697;170;2071;903;0;0;0;63;69
10038;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD;6227;209;2561;1106;0;0;0;79;84
10037;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD;5804;242;2821;1351;0;0;0;86;81
10042;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRLD;6501;180;2676;729;0;0;0;8;84
10041;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRSD;6179;200;302;786;0;0;0;91;81
10176;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,PAN-FRIED;6217;195;2956;766;0;0;0;99;78
10040;PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,RAW;7362;127;2199;371;0;0;0;65;69
10039;PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD;6026;231;2701;128;0;0;0;89;76
10043;PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN,CKD,RSTD;6365;194;2858;795;0;0;0;93;75
10179;PORK,FRSH,LOIN,CNTR LOIN CHOPS,BONE-IN,LN&FAT,CKD,PAN-FRIED;5839;238;2763;1332;0;0;0;93;79
10189;PORK,FRSH,LOIN,CNTR LON (CHPS),BNLESS,LN & FAT,CKD,PAN-BRLED;5942;229;2668;136;0;0;0;62;75
10194;PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN&FAT,RAW;6615;211;199;1401;0;0;0;71;60
10199;PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN,RAW;7198;152;218;648;0;0;0;77;55
10044;PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW;6783;186;2028;1104;0;0;0;59;58
10048;PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN,RAW;724;136;2179;48;0;0;0;61;56
10196;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRLD;5337;260;2763;1576;0;0;;77;82
10195;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRSD;5815;255;2629;1579;0;0;;92;73
10197;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,PAN-FRIED;5634;273;2582;1805;0;0;0;73;73
10201;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,BRLD;5695;216;2946;1005;0;0;;82;81
10200;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,BRSD;6225;211;2795;1014;0;0;0;99;71
10202;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,PAN-FRIED;6086;224;2768;118;0;0;0;78;70
10046;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRLD;6166;222;2442;1304;0;0;0;68;67
10045;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRSD;5685;261;2666;1628;0;0;0;81;79
10180;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,PAN-FRIED;5711;256;2681;1571;0;0;0;83;78
10050;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,BRLD;6514;186;2579;836;0;0;0;68;66
10049;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,BRSD;6156;208;2903;932;0;0;0;87;79
10177;PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,PAN-FRIED;6114;211;2884;973;0;0;0;88;77
10198;PORK,FRSH,LOIN,CNTR RIB (ROASTS),BNLESS,LN&FAT,CKD,RSTD;5733;252;2699;1515;0;0;;93;81
10203;PORK,FRSH,LOIN,CNTR RIB (ROASTS),BNLESS,LN,CKD,RSTD;6061;214;2881;1013;0;0;;1;83
10047;PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN&FAT,CKD,RSTD;5776;248;2699;1468;0;0;0;96;78
10051;PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN,CKD,RSTD;6144;206;2882;921;0;0;0;102;78
10991;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN & FAT,BNLESS,CKD,BRLD;5745;247;2628;1573;0;0;0;89;88
10993;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN & FAT,BNLESS,CKD,RSTD;5461;270;264;1831;0;0;0;91;96
10992;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN & FAT,BONE-IN,CKD,BRLD;5632;260;2558;1756;0;0;0;96;87
10206;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN & FAT,BONE-IN,CKD,RSTD;4838;359;2175;2946;0;0;0;1;91
10205;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN&FAT,CKD,BRSD;539;273;2649;1771;0;0;0;134;103
10204;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN&FAT,RAW;6822;189;1934;1182;0;0;0;85;74
10985;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BNLESS,CKD,BRLD;5998;216;2783;1165;0;0;0;92;89
10987;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BNLESS,CKD,RSTD;5872;219;292;1138;0;0;0;98;99
10986;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BONE-IN,CKD,BRLD;5998;216;2783;1165;0;0;0;102;89
10209;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,BONE-IN,CKD,RSTD;5872;227;292;1138;0;0;0;98;99
10208;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,CKD,BRSD;5616;247;2774;1426;0;0;0;139;105
10207;PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,RAW;7284;140;2076;564;0;0;0;9;74
10210;PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BNLESS,LN&FAT,RAW;7316;133;2249;405;0;0;0;55;63
10214;PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BNLESS,LN,RAW;743;121;2281;259;0;0;0;56;63
10052;PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW;7029;168;2048;896;0;0;0;82;70
10056;PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN,RAW;7398;129;2165;402;0;0;0;85;69
10212;PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRLD;6598;170;2819;553;0;0;0;87;76
10211;PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRSD;6578;171;2841;547;0;0;0;71;80
10216;PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN,CKD,BRLD;6675;161;286;436;0;0;0;88;76
10215;PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN,CKD,BRSD;6641;163;2875;45;0;0;0;71;80
10054;PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD;6058;222;2696;1182;0;0;0;101;87
10053;PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD;5888;234;2881;1231;0;0;0;71;87
10058;PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRLD;6461;174;2929;545;0;0;0;107;88
10057;PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRSD;6216;195;31;69;0;0;0;73;88
10213;PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD;6282;192;2962;732;0;0;0;66;84
10217;PORK,FRSH,LOIN,SIRLOIN (ROASTS),BNLESS,LN,CKD,RSTD;6407;178;3039;531;0;0;0;66;84
10055;PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD;5934;230;2664;1287;0;0;0;94;89
10059;PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN,CKD,RSTD;6174;204;2778;944;0;0;0;96;89
10951;PORK,FRSH,LOIN,TENDERLOIN,LN & FAT,W/ ADDED SLN,RAW;761;114;2016;314;0;0;0;91;49
10221;PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,CKD,BRLD;6109;201;2986;811;0;0;;139;94
10222;PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,CKD,RSTD;6911;147;2604;396;0;0;0;115;73
10218;PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,RAW;7497;120;2065;353;0;0;0;97;65
10223;PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,BRLD;623;187;3042;633;0;0;;143;94
10061;PORK,FRSH,LOIN,TENDERLOIN,LN,CKD,RSTD;6945;143;2617;351;0;0;0;115;73
10952;PORK,FRSH,LOIN,TNDERLN,LN & FT,W/ ADDED SLN,CKD,RSTD;7264;121;215;37;31;0;0;97;57
10943;PORK,FRSH,LOIN,TNDERLN,LN,W/ ADDED SLN,CKD,RSTD;7307;116;2161;315;31;0;0;98;57
10064;PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRLD;6292;196;2662;914;0;0;0;63;73
10063;PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,CKD,BRSD;6244;200;292;831;0;0;0;88;72
10062;PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,RAW;7038;155;2155;694;0;0;0;5;67
10186;PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN&FAT,CKD,PAN-FRIED;6262;196;2936;786;0;0;0;82;70
10068;PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRLD;6511;173;2758;608;0;0;0;63;72
10067;PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRSD;6514;170;3054;434;0;0;0;91;71
10181;PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED;6481;172;3046;462;0;0;0;84;69
10066;PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,RAW;7293;127;2241;342;0;0;0;51;66
10065;PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,CKD,RSTD;6376;192;2645;882;0;0;0;64;80
10224;PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,RAW;7014;166;2134;833;0;0;0;53;64
10069;PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,CKD,RSTD;656;173;2723;628;0;0;0;64;79
10225;PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,RAW;7328;132;2239;406;0;0;0;54;63
10949;PORK,FRSH,LOIN,TP LN (CHPS),BNLSS,LN & FT,W/ ADDED SLN,RAW;6865;171;1945;1026;0;0;0;42;56
10022;PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRLD;5787;242;2732;1392;0;0;0;87;80
10021;PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRSD;5827;239;2723;1362;0;0;0;107;80
10023;PORK,FRSH,LOIN,WHL,LN&FAT,CKD,RSTD;5751;248;2709;1465;0;0;0;99;82
10020;PORK,FRSH,LOIN,WHL,LN&FAT,RAW;6692;198;1974;1258;0;0;0;79;63
10026;PORK,FRSH,LOIN,WHL,LN,CKD,BRLD;6072;210;2857;98;0;0;0;91;79
10025;PORK,FRSH,LOIN,WHL,LN,CKD,BRSD;614;204;2857;912;0;0;0;113;79
10027;PORK,FRSH,LOIN,WHL,LN,CKD,RSTD;6102;209;2862;963;0;0;0;109;81
10024;PORK,FRSH,LOIN,WHL,LN,RAW;7223;143;2143;566;0;0;0;84;59
10954;PORK,FRSH,SHDR,(BSTN BT),BLDE(STKS),LN&FT,WADDEDSLN,CKD,BRSD;5613;263;2584;1694;3;0;0;172;97
10953;PORK,FRSH,SHDR,(BSTN BTT),BLDE(STKS),LN & FT,W/ADDED SLN,RAW;7036;169;1719;1112;16;0;0;97;62
10080;PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN & FAT,RAW;6918;186;1742;1236;0;0;0;112;62
10085;PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,CKD,BRSD;58;233;2657;132;0;0;0;185;100
10084;PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,RAW;7431;132;1873;571;0;0;0;12;60
10081;PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STKS),LN & FAT,CKD,BRSD;5495;267;2507;1769;0;0;0;175;98
10945;PORK,FRSH,SHLDR,(BSTN BTT),BLDE (STKS),LN,W/ADDEDSLNCKD,BRSD;592;227;2758;1214;0;0;0;182;98
10946;PORK,FRSH,SHLDR,(BSTN BUTT),BLDE (STKS),LN,W/ ADDED SOLN,RAW;7485;122;1829;536;18;0;0;104;59
10075;PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,CKD,BRSD;6003;235;2488;1433;0;0;0;92;86
10076;PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,CKD,RSTD;5204;317;2347;2401;0;0;;118;94
10074;PORK,FRSH,SHLDR,ARM PICNIC,LN&FAT,RAW;6834;193;1871;1251;0;0;0;57;63
10078;PORK,FRSH,SHLDR,ARM PICNIC,LN,CKD,BRSD;6359;194;2676;887;0;0;0;97;87
10079;PORK,FRSH,SHLDR,ARM PICNIC,LN,CKD,RSTD;6027;228;2668;1262;0;0;;142;95
10077;PORK,FRSH,SHLDR,ARM PICNIC,LN,RAW;7551;120;2026;377;0;0;0;62;62
10083;PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN&FAT,CKD,RSTD;5747;269;2311;1886;0;0;0;145;86
10087;PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN,CKD,RSTD;6094;232;2421;143;0;0;0;156;85
10082;PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN&FAT,CKD,BRLD;5725;259;2558;1661;0;0;0;14;95
10086;PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN,CKD,BRLD;6007;227;2674;1254;0;0;0;156;94
10071;PORK,FRSH,SHLDR,WHL,LN&FAT,CKD,RSTD;548;292;2328;2139;0;0;0;132;90
10070;PORK,FRSH,SHLDR,WHL,LN&FAT,RAW;6402;236;1718;1799;0;0;0;105;71
10073;PORK,FRSH,SHLDR,WHL,LN,CKD,RSTD;6064;230;2533;1354;0;0;0;15;90
10072;PORK,FRSH,SHLDR,WHL,LN,RAW;7263;148;1955;714;0;0;;122;67
10940;PORK,FRSH,SPARERIBS,LN & FAT,CKD,RSTD;4811;361;2089;3086;0;0;0;143;105
10089;PORK,FRSH,SPARERIBS,LN&FAT,CKD,BRSD;4042;397;2906;303;0;0;0;185;121
10088;PORK,FRSH,SPARERIBS,LN&FAT,RAW;5975;277;1547;234;0;0;0;91;80
10863;PORK,FRSH,VAR MEATS & BY-PRODUCTS,STOMACH,CKD,SIMMRD;7072;157;214;726;9;0;0;123;316
10097;PORK,FRSH,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD;7588;138;1214;951;0;0;;182;2552
10096;PORK,FRSH,VAR MEATS&BY-PRODUCTS,BRAIN,RAW;7836;127;1028;921;0;0;;16;2195
10099;PORK,FRSH,VAR MEATS&BY-PRODUCTS,CHITTERLINGS,CKD,SIMMRD;6787;233;1249;2032;0;0;0;147;277
10098;PORK,FRSH,VAR MEATS&BY-PRODUCTS,CHITTERLINGS,RAW;7611;182;764;1661;0;0;0;102;154
10101;PORK,FRSH,VAR MEATS&BY-PRODUCTS,EARS,FRZ,CKD,SIMMRD;7265;166;1595;108;2;0;;15;90
10100;PORK,FRSH,VAR MEATS&BY-PRODUCTS,EARS,FRZ,RAW;6125;234;2245;151;6;0;;24;82
10173;PORK,FRSH,VAR MEATS&BY-PRODUCTS,FEET,CKD,SIMMRD;6285;238;2194;1605;0;0;0;98;107
10102;PORK,FRSH,VAR MEATS&BY-PRODUCTS,FEET,RAW;6499;212;2316;1259;0;0;0;58;88
10104;PORK,FRSH,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD;6808;148;236;505;4;0;;583;221
10103;PORK,FRSH,VAR MEATS&BY-PRODUCTS,HEART,RAW;7621;118;1727;436;133;0;0;468;131
10105;PORK,FRSH,VAR MEATS&BY-PRODUCTS,JOWL,RAW;2219;655;638;6961;0;0;0;42;90
10107;PORK,FRSH,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,BRSD;687;151;254;47;0;0;;529;480
10106;PORK,FRSH,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW;8006;100;1646;325;0;0;;489;319
10109;PORK,FRSH,VAR MEATS&BY-PRODUCTS,LEAF FAT,RAW;409;857;176;9416;0;0;;9;110
10111;PORK,FRSH,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD;6432;165;2602;44;376;0;;1792;355
10110;PORK,FRSH,VAR MEATS&BY-PRODUCTS,LIVER,RAW;7106;134;2139;365;247;0;;233;301
10113;PORK,FRSH,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD;80;99;166;31;0;0;;1641;387
10112;PORK,FRSH,VAR MEATS&BY-PRODUCTS,LUNGS,RAW;7952;85;1408;272;0;0;;189;320
10114;PORK,FRSH,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED,RAW;5687;304;1503;2654;0;0;;425;77
10116;PORK,FRSH,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD;603;219;285;108;0;0;;269;315
10115;PORK,FRSH,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW;6718;199;1856;1324;0;0;;213;193
10118;PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD;667;149;282;32;0;0;;2223;504
10117;PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW;7843;100;1786;259;0;0;;2232;363
10119;PORK,FRSH,VAR MEATS&BY-PRODUCTS,STOMACH,RAW;735;159;1685;1014;0;0;0;101;223
10175;PORK,FRSH,VAR MEATS&BY-PRODUCTS,TAIL,CKD,SIMMRD;467;396;17;358;0;0;;79;129
10174;PORK,FRSH,VAR MEATS&BY-PRODUCTS,TAIL,RAW;4605;378;1775;335;0;0;;99;97
10122;PORK,FRSH,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,BRSD;569;271;241;186;0;0;;499;146
10121;PORK,FRSH,VAR MEATS&BY-PRODUCTS,TONGUE,RAW;659;225;163;172;0;0;0;335;101
10974;PORK,GROUND,72% LN / 28% FAT,CKD,CRUMBLES;4167;393;2283;3293;139;0;0;115;100
10977;PORK,GROUND,72% LN / 28% FAT,CKD,PAN-BROILED;4385;377;2259;3142;108;0;0;121;99
10975;PORK,GROUND,84% LN / 16% FAT,CKD,CRUMBLES;5135;289;2669;2004;58;0;0;11;89
10978;PORK,GROUND,84% LN / 16% FAT,CKD,PAN-BROILED;5197;301;2714;2139;0;0;0;116;97
10972;PORK,GROUND,84% LN / 16% FAT,RAW;6467;218;1799;16;44;0;0;88;68
10976;PORK,GROUND,96% LN / 4% FAT,CKD,CRUMBLES;6103;187;3055;715;0;0;0;105;78
10979;PORK,GROUND,96% LN / 4% FAT,CKD,PAN-BROILED;6008;185;3169;62;57;0;0;111;85
10973;PORK,GROUND,96% LN / 4% FAT,RAW;7362;121;211;4;21;0;0;86;59
10957;PORK,LEG CAP STEAK,BNLESS,LN & FAT,RAW;7518;123;2164;339;0;0;0;84;63
10962;PORK,LEG SIRLOIN TIP RST,BNLESS,LN & FAT,CKD,BRSD;6699;156;3111;256;0;0;0;106;84
10963;PORK,LEG SIRLOIN TIP RST,BNLESS,LN & FAT,RAW;7588;113;2288;171;0;0;0;8;62
10956;PORK,LOIN,LEG CAP STEAK,BNLESS,LN & FAT,CKD,BRLD;6872;158;2757;441;0;0;0;97;81
10898;PORK,PICKLED PORK HOCKS;6802;171;1911;1054;0;0;0;114;89
10959;PORK,SHLDR BREAST,BNLESS,LN & FAT,CKD,BRLD;6726;162;2847;449;0;0;0;92;78
10958;PORK,SHLDR BREAST,BNLESS,LN & FAT,RAW;7437;127;2254;34;0;0;0;89;60
10961;PORK,SHLDR PETITE TENDER,BNLESS,LN & FAT,RAW;7457;128;2165;391;0;0;0;107;66
10960;PORK,SHLDR,PETITE TENDER,BNLESS,LN & FAT,CKD,BRLD;687;155;2747;423;0;0;0;125;82
11413;POTATO FLOUR;652;357;69;34;831;59;352;138;0
11672;POTATO PANCAKES;4777;268;608;1476;2781;33;179;167;95
11399;POTATO PUFFS,FRZ,OVEN-HEATED;5965;192;213;905;2729;2;27;58;0
11398;POTATO PUFFS,FRZ,UNPREP;628;178;193;871;248;23;28;47;0
11414;POTATO SALAD,HOME-PREPARED;76;143;268;82;1117;13;;65;68
11385;POTATOES,AU GRATIN,DRY MIX,PREP W/H2O,WHL MILK&BUTTER;7898;93;23;412;1284;9;;32;15
11384;POTATOES,AU GRATIN,DRY MIX,UNPREP;497;314;89;37;7431;41;;163;
11373;POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING BUTTER;74;132;506;759;1127;18;;64;23
11843;POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING MARGARINE;74;132;506;759;1127;18;;64;15
11828;POTATOES,BKD,FLESH & SKN,W/ SALT;7489;93;25;13;2115;22;118;108;0
11674;POTATOES,BKD,FLESH & SKN,WO/ SALT;7489;93;25;13;2115;22;118;108;0
11829;POTATOES,BKD,FLESH,W/SALT;7542;93;196;1;2155;15;17;35;0
11363;POTATOES,BKD,FLESH,WO/SALT;7542;93;196;1;2155;15;17;35;0
11830;POTATOES,BKD,SKN ONLY,W/ SALT;4731;198;429;1;4606;79;14;704;0
11364;POTATOES,BKD,SKN,WO/SALT;4731;198;429;1;4606;79;14;704;0
11831;POTATOES,BLD,CKD IN SKN,FLESH,W/SALT;7698;87;187;1;2013;2;91;31;0
11365;POTATOES,BLD,CKD IN SKN,FLESH,WO/SALT;7698;87;187;1;2013;18;91;31;0
11832;POTATOES,BLD,CKD IN SKN,SKN,W/SALT;778;78;286;1;172;33;;607;0
11366;POTATOES,BLD,CKD IN SKN,SKN,WO/SALT;778;78;286;1;1721;33;;607;0
11833;POTATOES,BLD,CKD WO/ SKN,FLESH,W/ SALT;7746;86;171;1;2001;2;89;31;0
11367;POTATOES,BLD,CKD WO/ SKN,FLESH,WO/ SALT;7746;86;171;1;2001;18;89;31;0
11376;POTATOES,CND,DRND SOL;8428;60;141;21;1361;23;;126;0
11374;POTATOES,CND,SOL&LIQUIDS;8783;44;12;11;989;14;;72;0
11352;POTATOES,FLESH & SKN,RAW;7925;77;205;9;1749;21;82;81;0
11842;POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,AS PURCH;6661;150;224;466;2481;19;2;62;0
11841;POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD;6151;172;266;522;2871;26;28;74;0
11359;POTATOES,FR FR,CRNKL OR REG,SALT ADDED IN PROC,FRZ,AS PURCH;6711;150;234;499;2396;2;21;62;0
11360;POTATOES,FR FR,CRNKL/REG CUT,SALT ADDED IN PROC,FRZ,OVEN-HTD;6307;166;251;513;275;23;29;75;0
11403;POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,OVEN HTD;6444;158;275;548;2555;2;37;57;0
11402;POTATOES,FRENCH FR,ALL TYPES,SALT ADDED IN PROC,FRZ,UNPREP;6661;147;224;466;2481;19;2;62;0
11407;POTATOES,FRENCH FR,COTTAGE-CUT,SALT NOT ADDED,FRZ,OVEN-HTD;529;218;344;82;3403;32;;149;0
